Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1588,Levan Mchedlidze\Levan-Mchedlidze,ge GEO,FWDF,Empoli,it Serie A,28,1990,11,0,208,2.3,0,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.1,0.3,0.09,0.03,0.13,0.09,0.13,Matches
1589,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,19,1998,24,19,1746,19.4,1,4,1,0,0,6,0,0.05,0.21,0.26,0.05,0.26,2.0,2.0,1.7,3.8,0.10,0.09,0.19,0.10,0.19,Matches
1590,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,18,1999,21,19,1591,17.7,3,5,3,0,0,2,0,0.17,0.28,0.45,0.17,0.45,1.7,1.7,3.0,4.7,0.09,0.17,0.27,0.09,0.27,Matches
1591,Scott McTominay\Scott-McTominay,sct SCO,MFDF,Manchester Utd,eng Premier League,21,1996,16,9,867,9.6,2,0,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.0,1.1,0.11,0.00,0.11,0.11,0.11,Matches
1592,Iuri Medeiros\Iuri-Medeiros,pt POR,MFFW,Genoa,it Serie A,24,1994,2,2,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.07,0.18,0.10,0.18,Matches
1593,Nicky Medja\Nicky-Medja,ch SUI,MF,Fiorentina,it Serie A,18,2000,1,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1594,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,21,12,1149,12.8,3,0,3,0,0,8,1,0.23,0.00,0.23,0.23,0.23,1.5,1.5,1.5,3.1,0.12,0.12,0.24,0.12,0.24,Matches
1595,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38,38,3420,38.0,0,2,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,0.6,2.1,0.04,0.02,0.05,0.04,0.05,Matches
1596,Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,it Serie A,32,1985,24,18,1548,17.2,3,1,2,1,1,6,0,0.17,0.06,0.23,0.12,0.17,3.7,3.0,0.5,3.5,0.22,0.03,0.25,0.17,0.20,Matches
1597,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,de Bundesliga,27,1991,26,20,1692,18.8,6,5,6,0,0,1,0,0.32,0.27,0.59,0.32,0.59,3.2,3.2,3.8,7.0,0.17,0.20,0.37,0.17,0.37,Matches
1598,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,24,1994,35,30,2659,29.5,2,4,2,0,0,7,1,0.07,0.14,0.20,0.07,0.20,1.2,1.2,2.6,3.7,0.04,0.09,0.13,0.04,0.13,Matches
1599,Farid El Melali\Farid-El-Melali,dz ALG,MFFW,Angers,fr Ligue 1,21,1997,18,0,328,3.6,0,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,0.4,0.4,0.2,0.6,0.12,0.05,0.17,0.12,0.17,Matches
1600,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,20,1997,32,22,1997,22.2,0,5,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,3.3,4.1,0.04,0.15,0.18,0.04,0.18,Matches
1601,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Huesca,es La Liga,24,1994,22,14,1345,14.9,2,1,1,1,2,3,0,0.13,0.07,0.20,0.07,0.13,4.0,2.5,1.1,3.6,0.27,0.07,0.34,0.17,0.24,Matches
1602,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,21,1996,27,19,1430,15.9,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.6,1.9,0.02,0.10,0.12,0.02,0.12,Matches
1603,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,31,31,2667,29.6,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,0.5,0.5,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
1604,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,fr Ligue 1,26,1992,35,35,3074,34.2,0,5,0,0,0,10,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,4.2,5.5,0.04,0.12,0.16,0.04,0.16,Matches
1605,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,21,1997,31,27,2349,26.1,6,7,5,1,1,5,0,0.23,0.27,0.50,0.19,0.46,5.5,4.8,3.3,8.1,0.21,0.13,0.34,0.18,0.31,Matches
1606,Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,eng Premier League,26,1992,20,11,985,10.9,4,1,3,1,1,0,0,0.37,0.09,0.46,0.27,0.37,2.8,2.1,1.4,3.5,0.26,0.13,0.39,0.19,0.32,Matches
1607,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,26,1992,25,22,1877,20.9,2,2,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19,2.8,2.8,1.9,4.7,0.13,0.09,0.23,0.13,0.23,Matches
1608,Alexandre Mendy\Alexandre-Mendy,gw GNB,FW,Guingamp,fr Ligue 1,24,1994,16,8,767,8.5,3,0,3,0,0,2,0,0.35,0.00,0.35,0.35,0.35,3.0,3.0,0.5,3.5,0.35,0.05,0.41,0.35,0.41,Matches
1609,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10,10,900,10.0,0,5,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,1.4,1.6,0.02,0.14,0.16,0.02,0.16,Matches
1610,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1611,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,30,27,2531,28.1,2,1,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,1.1,1.1,3.4,4.5,0.04,0.12,0.16,0.04,0.16,Matches
1612,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,26,1992,31,23,2092,23.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches
1613,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Schalke 04,de Bundesliga,20,1997,9,7,544,6.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.02,0.02,0.04,0.02,0.04,Matches
1614,Chris Mepham\Chris-Mepham,wls WAL,DF,Bournemouth,eng Premier League,20,1997,13,10,850,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1615,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,23,19,1738,19.3,2,1,2,0,0,10,0,0.10,0.05,0.16,0.10,0.16,1.1,1.1,0.0,1.1,0.06,0.00,0.06,0.06,0.06,Matches
1616,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,21,1997,14,13,1151,12.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1617,Mehdi Merghem\Mehdi-Merghem,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1997,9,9,721,8.0,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,0.1,1.3,0.15,0.01,0.16,0.15,0.16,Matches
1618,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,22,1996,29,24,2055,22.8,3,3,3,0,0,10,1,0.13,0.13,0.26,0.13,0.26,2.6,2.6,1.7,4.4,0.12,0.08,0.19,0.12,0.19,Matches
1619,Sabin Merino\Sabin-Merino,es ESP,FWMF,Leganés,es La Liga,26,1992,12,2,295,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,1.7,0.46,0.05,0.51,0.46,0.51,Matches
1620,Martín Merquelanz\Martin-Merquelanz,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1621,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,31,1987,35,23,2252,25.0,16,11,15,1,1,1,0,0.64,0.44,1.08,0.60,1.04,12.3,11.5,7.7,19.2,0.49,0.31,0.80,0.46,0.77,Matches
1622,Roque Mesa\Roque-Mesa,es ESP,MF,Sevilla,es La Liga,29,1989,31,20,1746,19.4,2,2,2,0,0,11,1,0.10,0.10,0.21,0.10,0.21,1.7,1.7,1.4,3.1,0.09,0.07,0.16,0.09,0.16,Matches
1623,Lionel Messi\Lionel-Messi,ar ARG,FW,Barcelona,es La Liga,31,1987,34,29,2713,30.1,36,13,32,4,5,3,0,1.19,0.43,1.63,1.06,1.49,23.4,19.7,13.6,33.3,0.78,0.45,1.23,0.65,1.10,Matches
1624,Romain Métanire\Romain-Metanire,mg MAD,DFMF,Reims,fr Ligue 1,28,1990,5,4,313,3.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.01,0.13,0.12,0.13,Matches
1625,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,Paris S-G,fr Ligue 1,26,1991,22,19,1610,17.9,3,3,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34,2.8,2.8,3.4,6.2,0.16,0.19,0.35,0.16,0.35,Matches
1626,Mexer\Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29,1988,29,29,2469,27.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.02,0.01,0.03,0.02,0.03,Matches
1627,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,22,1995,29,15,1416,15.7,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,2.4,2.4,1.3,3.7,0.15,0.08,0.24,0.15,0.24,Matches
1628,Matt Miazga\Matt-Miazga,us USA,DF,Nantes,fr Ligue 1,23,1995,8,8,720,8.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.05,0.03,0.08,0.05,0.08,Matches
1629,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,30,1988,35,27,2553,28.4,1,2,1,0,1,9,0,0.04,0.07,0.11,0.04,0.11,1.5,0.7,3.8,4.5,0.05,0.13,0.19,0.02,0.16,Matches
1630,Clément Michelin\Clement-Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1631,Petar Mi?in\Petar-Micin,rs SRB,MF,Udinese,it Serie A,19,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1632,Miguel\Miguel,es ESP,MFFW,Valladolid,es La Liga,18,1999,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,1.18,0.00,1.18,1.18,1.18,Matches
1633,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21,1996,13,12,1117,12.4,0,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.6,0.8,0.01,0.05,0.06,0.01,0.06,Matches
1634,Nikola Milenkovi?\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,20,1997,34,34,3008,33.4,3,0,3,0,0,8,1,0.09,0.00,0.09,0.09,0.09,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09,Matches
1635,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,24,1994,35,27,2396,26.6,17,3,17,0,0,4,0,0.64,0.11,0.75,0.64,0.75,15.5,15.5,3.0,18.5,0.58,0.11,0.69,0.58,0.69,Matches
1636,Sergej Milinkovi?-Savi?\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,23,1995,31,29,2396,26.6,5,3,5,0,0,7,1,0.19,0.11,0.30,0.19,0.30,5.4,5.4,3.9,9.3,0.20,0.15,0.35,0.20,0.35,Matches
1637,Vanja Milinkovi?-Savi?\Vanja-Milinkovic-Savic,rs SRB,GK,SPAL,it Serie A,21,1997,2,2,164,1.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1638,Luka Milivojevi?\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,27,1991,38,38,3420,38.0,12,2,2,10,11,10,0,0.32,0.05,0.37,0.05,0.11,10.9,2.5,3.3,5.9,0.29,0.09,0.37,0.07,0.15,Matches
1639,Pere Milla\Pere-Milla,es ESP,FWMF,Eibar,es La Liga,25,1992,5,5,341,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.05,0.05,0.10,0.05,0.10,Matches
1640,Vincenzo Millico\Vincenzo-Millico,it ITA,MF,Torino,it Serie A,17,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1641,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,32,1986,31,19,1789,19.9,5,4,2,3,3,6,1,0.25,0.20,0.45,0.10,0.30,4.0,1.8,5.5,7.3,0.20,0.28,0.48,0.09,0.37,Matches
1642,Santi Mina\Santi-Mina,es ESP,FW,Valencia,es La Liga,22,1995,30,23,1852,20.6,7,5,7,0,0,4,0,0.34,0.24,0.58,0.34,0.58,7.3,7.1,2.6,9.7,0.36,0.13,0.48,0.35,0.47,Matches
1643,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,23,1994,13,10,892,9.9,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.1,0.6,0.05,0.01,0.06,0.05,0.06,Matches
1644,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,eng Premier League,25,1993,5,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
1645,Ignasi Miquel\Ignasi-Miquel,es ESP,DF,Getafe,es La Liga,25,1992,7,4,316,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1646,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Fiorentina,it Serie A,30,1987,27,15,1299,14.4,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,2.6,2.6,1.5,4.1,0.18,0.10,0.28,0.18,0.28,Matches
1647,Jorge Miramón\Jorge-Miramon,es ESP,DF,Huesca,es La Liga,29,1989,30,30,2492,27.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,1.7,2.4,0.02,0.06,0.09,0.02,0.09,Matches
1648,Miranda\Miranda,br BRA,DF,Inter,it Serie A,33,1984,14,14,1158,12.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
1649,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,35,1983,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1650,Virgil Misidjan\Virgil-Misidjan,nl NED,FWMF,Nürnberg,de Bundesliga,25,1993,23,17,1543,17.1,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,2.2,2.2,1.1,3.3,0.13,0.06,0.19,0.13,0.19,Matches
1651,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,32,1986,34,33,2741,30.5,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,1.7,0.02,0.04,0.06,0.02,0.06,Matches
1652,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,fr Ligue 1,30,1988,14,7,580,6.4,3,0,3,0,0,0,0,0.47,0.00,0.47,0.47,0.47,4.1,4.1,0.3,4.4,0.64,0.04,0.68,0.64,0.68,Matches
1653,Aleksandar Mitrovi?\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,23,1994,37,37,3280,36.4,11,3,10,1,1,7,0,0.30,0.08,0.38,0.27,0.36,13.3,12.5,2.3,14.9,0.37,0.06,0.43,0.34,0.41,Matches
1654,Stefan Mitrovi?\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,28,1990,34,34,3026,33.6,0,0,0,0,0,8,2,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.3,1.5,0.04,0.01,0.05,0.04,0.05,Matches
1655,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFMF,Hertha BSC,de Bundesliga,21,1997,25,20,1804,20.0,1,1,1,0,0,3,1,0.05,0.05,0.10,0.05,0.10,1.1,1.1,2.2,3.3,0.06,0.11,0.16,0.06,0.16,Matches
1656,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,eng Premier League,29,1989,25,19,1641,18.2,6,4,6,0,0,1,0,0.33,0.22,0.55,0.33,0.55,4.8,4.8,4.5,9.3,0.26,0.25,0.51,0.26,0.51,Matches
1657,Luka Modri?\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,32,1985,34,31,2608,29.0,3,6,3,0,0,6,0,0.10,0.21,0.31,0.10,0.31,2.9,2.9,3.1,6.0,0.10,0.11,0.21,0.10,0.21,Matches
1658,Kevin Möhwald\Kevin-Mohwald,de GER,MFFW,Werder Bremen,de Bundesliga,25,1993,23,7,873,9.7,3,1,3,0,0,2,0,0.31,0.10,0.41,0.31,0.41,1.1,1.1,1.1,2.2,0.11,0.12,0.23,0.11,0.23,Matches
1659,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,32,1985,30,30,2637,29.3,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.01,0.03,0.04,0.01,0.04,Matches
1660,Johan Mojica\Johan-Mojica,co COL,DFMF,Girona,es La Liga,25,1992,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1661,Hakim El Mokeddem\Hakim-El-Mokeddem,br BRA,FWMF,Toulouse,fr Ligue 1,19,1999,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.59,0.59,0.00,0.59,Matches
1662,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,es La Liga,36,1982,38,28,2648,29.4,14,5,12,2,2,2,0,0.48,0.17,0.65,0.41,0.58,11.4,9.9,5.3,15.2,0.39,0.18,0.57,0.34,0.52,Matches
1663,Cristian Molinaro\Cristian-Molinaro,it ITA,DFMF,Frosinone,it Serie A,35,1983,14,13,1159,12.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.1,1.1,0.00,0.09,0.09,0.00,0.09,Matches
1664,Victor Mollejo\Victor-Mollejo,es ESP,FWMF,Atlético Madrid,es La Liga,17,2001,4,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.05,0.14,0.09,0.14,Matches
1665,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Montpellier,fr Ligue 1,26,1991,32,31,2564,28.5,6,4,6,0,0,6,1,0.21,0.14,0.35,0.21,0.35,4.1,4.1,6.2,10.3,0.14,0.22,0.36,0.14,0.36,Matches
1666,Gabriele Moncini\Gabriele-Moncini,it ITA,MF,SPAL,it Serie A,22,1996,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.71,0.00,0.71,0.71,0.71,Matches
1667,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,27,1991,33,32,2818,31.3,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.8,2.3,0.01,0.06,0.07,0.01,0.07,Matches
1668,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1988,23,16,1482,16.5,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,1.5,3.0,0.09,0.09,0.18,0.09,0.18,Matches
1669,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,32,1986,22,21,1861,20.7,1,3,1,0,0,5,0,0.05,0.15,0.19,0.05,0.19,1.0,1.0,1.4,2.4,0.05,0.07,0.12,0.05,0.12,Matches
1670,Francisco Montero\Francisco-Montero,es ESP,DF,Atlético Madrid,es La Liga,19,1999,9,4,404,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1671,Cristóbal Montiel\Cristobal-Montiel,es ESP,FW,Fiorentina,it Serie A,18,2000,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.46,3.18,3.65,0.46,3.65,Matches
1672,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,eng Premier League,27,1991,25,24,2167,24.1,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,1.0,1.2,0.01,0.04,0.05,0.01,0.05,Matches
1673,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Huddersfield,eng Premier League,27,1990,29,25,2330,25.9,3,1,2,1,1,4,0,0.12,0.04,0.15,0.08,0.12,2.5,1.7,2.8,4.5,0.10,0.11,0.20,0.07,0.17,Matches
1674,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,21,1997,10,4,369,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.8,0.15,0.03,0.19,0.15,0.19,Matches
1675,Alfredo Morales\Alfredo-Morales,us USA,MF,Düsseldorf,de Bundesliga,28,1990,23,16,1532,17.0,1,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1.0,1.8,0.05,0.06,0.10,0.05,0.10,Matches
1676,Álvaro Morata\Alvaro-Morata,es ESP,FW,Atlético Madrid,es La Liga,25,1992,15,13,1083,12.0,6,1,6,0,0,5,0,0.50,0.08,0.58,0.50,0.58,6.6,6.6,1.3,7.9,0.55,0.11,0.66,0.55,0.66,Matches
1677,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,eng Premier League,25,1992,16,11,941,10.5,5,0,5,0,0,3,0,0.48,0.00,0.48,0.48,0.48,6.5,6.5,0.2,6.6,0.62,0.02,0.64,0.62,0.64,Matches
1678,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,28,1989,13,7,757,8.4,0,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,0.5,1.1,0.07,0.06,0.13,0.07,0.13,Matches
1679,Steven Moreira\Steven-Moreira,fr FRA,DFMF,Toulouse,fr Ligue 1,23,1994,10,10,863,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.04,0.02,0.05,0.04,0.05,Matches
1680,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,fr Ligue 1,34,1984,12,12,1064,11.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.02,0.00,0.02,Matches
1681,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,eng Premier League,26,1992,2,2,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.12,0.13,0.01,0.13,Matches
1682,Álex Moreno\Alex-Moreno,es ESP,DF,Rayo Vallecano,es La Liga,25,1993,36,36,3136,34.8,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.2,1.2,3.2,4.3,0.03,0.09,0.12,0.03,0.12,Matches
1683,Gerard Moreno\Gerard-Moreno,es ESP,FW,Villarreal,es La Liga,26,1992,35,25,2315,25.7,8,1,8,0,1,3,0,0.31,0.04,0.35,0.31,0.35,9.6,8.8,3.3,12.1,0.37,0.13,0.50,0.34,0.47,Matches
1684,Héctor Moreno\Hector-Moreno,mx MEX,DF,Real Sociedad,es La Liga,30,1988,25,21,1933,21.5,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.5,1.0,0.02,0.02,0.05,0.02,0.05,Matches
1685,Sergio Moreno\Sergio-Moreno,es ESP,MF,Rayo Vallecano,es La Liga,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,1.64,0.00,1.64,1.64,1.64,Matches
1686,Emiliano Moretti\Emiliano-Moretti,it ITA,DF,Torino,it Serie A,37,1981,24,22,2010,22.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1687,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,34,1984,22,21,1925,21.4,3,0,3,0,0,3,2,0.14,0.00,0.14,0.14,0.14,2.0,2.0,0.2,2.2,0.09,0.01,0.10,0.09,0.10,Matches
1688,Manu Morlanes\Manu-Morlanes,es ESP,MF,Villarreal,es La Liga,19,1999,10,7,610,6.8,0,3,0,0,0,2,0,0.00,0.44,0.44,0.00,0.44,0.1,0.1,1.0,1.1,0.01,0.15,0.16,0.01,0.16,Matches
1689,Loren Morón\Loren-Moron,es ESP,FW,Betis,es La Liga,24,1993,33,22,1957,21.7,6,0,6,0,0,4,0,0.28,0.00,0.28,0.28,0.28,7.9,7.8,1.3,9.2,0.36,0.06,0.43,0.36,0.42,Matches
1690,Sean Morrison\Sean-Morrison,eng ENG,DF,Cardiff City,eng Premier League,27,1991,34,34,3039,33.8,1,3,1,0,0,6,0,0.03,0.09,0.12,0.03,0.12,4.2,4.2,2.4,6.6,0.12,0.07,0.20,0.12,0.20,Matches
