Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
218,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,2,1,85,0.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
219,Jon Bautista\Jon-Bautista,es ESP,FWMF,Real Sociedad,es La Liga,23,1995,18,4,597,6.6,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,2.5,2.5,0.1,2.6,0.38,0.02,0.40,0.38,0.40,Matches
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,1,0,74,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
221,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,20,20,1788,19.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches
222,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,3,3,155,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.23,0.00,0.23,0.23,0.23,Matches
223,Claudio Beauvue\Claudio-Beauvue,gp GLP,FW,Caen,fr Ligue 1,30,1988,25,16,1499,16.7,3,0,2,1,1,1,0,0.18,0.00,0.18,0.12,0.12,4.7,3.9,1.5,5.5,0.28,0.09,0.38,0.24,0.33,Matches
224,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,27,13,1302,14.5,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,2.3,3.9,0.12,0.16,0.27,0.12,0.27,Matches
225,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,2,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.28,0.36,0.64,0.28,0.64,Matches
226,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,12,12,1066,11.8,4,3,3,1,1,1,0,0.34,0.25,0.59,0.25,0.51,4.3,3.6,1.8,5.4,0.37,0.15,0.52,0.30,0.46,Matches
227,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,2,0,19,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,1.34,1.34,0.00,1.34,Matches
228,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,24,21,1776,19.7,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,1.0,1.6,0.03,0.05,0.08,0.03,0.08,Matches
229,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,25,24,2151,23.9,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
230,Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,27,25,2226,24.7,0,3,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.8,0.8,3.7,4.5,0.03,0.15,0.18,0.03,0.18,Matches
231,Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
232,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,19,17,1361,15.1,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.4,1.1,0.05,0.03,0.07,0.05,0.07,Matches
233,Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,30,30,2639,29.3,4,1,3,1,3,3,0,0.14,0.03,0.17,0.10,0.14,6.7,4.4,1.6,6.1,0.23,0.06,0.29,0.15,0.21,Matches
234,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,28,20,1863,20.7,16,3,16,0,0,3,0,0.77,0.14,0.92,0.77,0.92,11.3,11.3,3.5,14.8,0.55,0.17,0.72,0.55,0.72,Matches
235,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25,25,2250,25.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,1.1,3.1,0.08,0.05,0.12,0.08,0.12,Matches
236,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,19,14,1057,11.7,5,4,5,0,0,4,1,0.43,0.34,0.77,0.43,0.77,2.5,2.5,4.5,7.0,0.22,0.38,0.60,0.22,0.60,Matches
237,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,23,1995,19,18,1533,17.0,0,5,0,0,0,3,0,0.00,0.29,0.29,0.00,0.29,1.1,1.1,2.0,3.0,0.06,0.12,0.18,0.06,0.18,Matches
238,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,24,1993,37,37,3299,36.7,15,3,10,5,6,5,0,0.41,0.08,0.49,0.27,0.35,17.6,13.0,4.0,17.1,0.48,0.11,0.59,0.36,0.47,Matches
239,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,19,1999,30,16,1517,16.9,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.7,1.5,0.05,0.04,0.09,0.05,0.09,Matches
240,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Rennes,fr Ligue 1,31,1987,26,23,2033,22.6,7,2,5,2,3,1,0,0.31,0.09,0.40,0.22,0.31,6.3,4.0,3.1,7.1,0.28,0.14,0.42,0.18,0.32,Matches
241,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,35,31,2812,31.2,18,9,16,2,2,3,0,0.58,0.29,0.86,0.51,0.80,17.6,16.0,6.6,22.7,0.56,0.21,0.77,0.51,0.73,Matches
242,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,23,22,2058,22.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
243,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,32,29,2282,25.4,7,1,7,0,0,6,1,0.28,0.04,0.32,0.28,0.32,5.3,5.3,1.7,7.1,0.21,0.07,0.28,0.21,0.28,Matches
244,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
245,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,29,1989,20,18,1361,15.1,1,4,1,0,0,2,0,0.07,0.26,0.33,0.07,0.33,0.9,0.9,1.3,2.2,0.06,0.09,0.14,0.06,0.14,Matches
246,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,27,25,1991,22.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05,Matches
247,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,de Bundesliga,20,1997,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
248,Nicolas Benezet\Nicolas-Benezet,fr FRA,MFFW,Guingamp,fr Ligue 1,27,1991,25,18,1666,18.5,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,3.1,3.1,3.7,6.8,0.17,0.20,0.37,0.17,0.37,Matches
249,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
250,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,37,32,2961,32.9,0,5,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,2.4,3.0,0.02,0.07,0.09,0.02,0.09,Matches
251,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,30,30,2639,29.3,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.1,1.6,0.02,0.04,0.05,0.02,0.05,Matches
252,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34,34,3060,34.0,1,0,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,0.5,1.8,0.04,0.02,0.05,0.04,0.05,Matches
253,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFDF,Bordeaux,fr Ligue 1,19,1999,4,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.21,0.05,0.25,0.21,0.25,Matches
254,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,25,24,2152,23.9,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,1.1,2.0,0.04,0.04,0.08,0.04,0.08,Matches
